id,lat,long
1433,37.3855745,-122.0820499
1435,37.3855745,-122.0820499
1436,43.4655524,-80.5217785
1440,52.2033051,0.124862
1441,34.1458389,-118.8056473
1448,59.3251172,18.0710935
1452,30.2711286,-97.7436994
1455,19.34092795,-81.3816358595052
1457,44.7476897,-1.0925183
1461,37.3361905,-121.8905832
1467,39.7391536,-104.9847033
1468,29.456179,-98.6634069
1473,51.4530853,-0.3591643
1475,30.3321838,-81.6556509
1484,35.664752,139.698096
1486,39.7391536,-104.9847033
1488,32.8191218,34.9983856
1490,49.9902794,36.2303893
1492,40.9312099,-73.8987468
1496,36.1662859,-115.1492249
1505,38.0464066,-84.4970392
1512,47.6859573,-122.1920248
1523,42.0333608,-88.0834059
1525,32.7174209,-117.1627713
1527,34.019657,-118.4875489
1531,43.7709163,-79.4124101
1534,42.0255827,-88.1784084
1535,41.0534302,-73.538734
1536,41.0534302,-73.538734
1537,22.2793278,114.1628131
1540,51.5073219,-0.1276473
1548,47.6859573,-122.1920248
1551,40.0726519,-75.4562462411158
1553,51.5073219,-0.1276473
1567,41.018139,-75.9949251
1571,-6.1753941,106.8271826
1572,37.7792808,-122.4192362
1582,36.1662859,-115.1492249
1587,34.1476452,-118.1444778
1588,50.938361,6.959974
1595,30.3321838,-81.6556509
1596,47.6694141,-122.1238766
1597,35.3985008,127.937111
1598,26.1223084,-80.1433785
1599,43.6529206,-79.3849007
1607,37.4538274,-122.182187
1608,47.6859573,-122.1920248
1610,50.4501071,30.5240501
1611,43.6529206,-79.3849007
1613,43.7709163,-79.4124101
1619,52.51456525,6.09772035967769
1622,47.6038321,-122.3300623
1623,51.5073219,-0.1276473
1629,53.4791301,-2.2441008
1631,-27.4562466,153.0358184
1632,34.019657,-118.4875489
1640,37.3855745,-122.0820499
1642,26.1223084,-80.1433785
1647,41.018139,-75.9949251
1652,48.8566101,2.3514992
1653,34.1458389,-118.8056473
1655,51.92779805,4.48862326925829
1659,41.0096334,28.9651646
1661,38.7745565,-75.1393497
1662,47.6859573,-122.1920248
1664,48.777449,2.2934309
1665,8.3096067,-81.3066245
1666,43.6529206,-79.3849007
1669,43.3995734,-3.8173396
1672,32.7762719,-96.7968558
1673,43.1257311,5.9304919
1674,8.3096067,-81.3066245
1678,37.3855745,-122.0820499
1679,48.8566101,2.3514992
1682,37.4538274,-122.182187
1683,51.1857892,-0.6149073
1685,40.7305991,-73.9865811
1686,55.6867243,12.5700724
1687,37.3855745,-122.0820499
1689,41.8755546,-87.6244211
1690,47.6038321,-122.3300623
1694,37.3688301,-122.0363495
1696,51.5073219,-0.1276473
1697,8.3096067,-81.3066245
1699,17.1393977,-62.6216153
1700,48.4680221,35.0417711
1702,48.4680221,35.0417711
1703,30.5960213,114.2992796
1706,30.2711286,-97.7436994
1707,49.6319031,6.2672692
1710,43.6529206,-79.3849007
1711,48.1371079,11.5753822
1712,37.3361905,-121.8905832
1714,50.8031684,6.4820806
1715,37.3361905,-121.8905832
1716,35.664752,139.698096
1718,47.6859573,-122.1920248
1720,49.5544444,3.3705556
1722,46.2017559,6.1466014
1723,51.3813864,-2.3596962
1725,47.6859573,-122.1920248
1727,40.7305991,-73.9865811
1733,32.6496497,-16.9086782
1737,45.5202471,-122.6741948
1742,52.5170365,13.3888599
1744,47.6859573,-122.1920248
1757,48.2083537,16.3725042
1758,48.2083537,16.3725042
1760,37.3361905,-121.8905832
1761,43.7847162,-79.5921038
1762,37.3361905,-121.8905832
1763,8.3096067,-81.3066245
1764,8.3096067,-81.3066245
1765,32.7762719,-96.7968558
1766,44.9127229,-93.4990589
1771,47.6859573,-122.1920248
1772,33.911454,-118.3481599
1773,26.075729,-80.2841088753086
1777,43.6529206,-79.3849007
1783,44.680372,-63.5723879
1786,40.7305991,-73.9865811
1787,37.3688301,-122.0363495
1789,48.8566101,2.3514992
1790,25.7742658,-80.1936588
1799,50.4950632,12.1346523
1800,45.4667971,9.1904984
1802,43.6529206,-79.3849007
1803,49.2691595,2.2346383
1804,55.7718649,12.5051413
1811,19.34092795,-81.3816358595052
1812,19.32988935,-81.1712870647512
1813,43.7709163,-79.4124101
1814,52.52329395,4.73746699027213
1819,34.0543942,-118.2439408
1823,37.7792808,-122.4192362
1824,51.5073219,-0.1276473
1825,47.6859573,-122.1920248
1826,47.6859573,-122.1920248
1827,8.3096067,-81.3066245
1828,36.1476003,-5.3590033
1833,46.1596214,0.3188483
1836,-27.4562466,153.0358184
1843,52.5170365,13.3888599
1844,8.3096067,-81.3066245
1845,30.3321838,-81.6556509
1847,10.0037514,-84.0818248
1851,51.8799104,5.2877621
1854,-41.4135347,148.2781622
1855,-41.4135347,148.2781622
1856,47.6038321,-122.3300623
1865,42.3756401,-71.2358003
1868,53.3497645,-6.2602731
1869,34.9076435,135.819785
1873,43.6529206,-79.3849007
1877,48.8566101,2.3514992
1881,26.1223084,-80.1433785
1883,8.3096067,-81.3066245
1884,55.7506828,37.6174976
1886,47.2837132,-1.1177290443625
1888,39.2908816,-76.6107589
1900,37.5600336,-122.2688521
1901,37.7792808,-122.4192362
1902,37.7792808,-122.4192362
1904,39.3894185,-104.747967038037
1905,39.2908816,-76.6107589
1906,37.5600336,-122.2688521
1907,40.7305991,-73.9865811
1913,39.7391536,-104.9847033
1923,8.9714493,-79.5341801
1924,22.3157346,114.2600807
1925,47.6038321,-122.3300623
1930,37.442156,-122.1634471
1933,37.496904,-122.3330572
1934,19.32988935,-81.1712870647512
1936,41.150651,-73.9454158
1937,37.442156,-122.1634471
1939,45.497684,-73.6125179
1941,33.5091215,-111.8992364
1942,25.0783456,-77.338333
1943,44.9127229,-93.4990589
1944,43.6529206,-79.3849007
1952,41.2939386,-82.2173785
1957,50.938361,6.959974
1958,47.6144219,-122.1923371
1959,26.3586885,-80.0830983
1962,-4.6803696,55.4823125
1963,17.1393977,-62.6216153
1968,-27.4562466,153.0358184
1969,42.2681569,-83.731229
1970,41.5733669,-87.7844943
1973,55.7506828,37.6174976
1975,8.3096067,-81.3066245
1976,8.3096067,-81.3066245
1977,-28.0591421,153.4392132
1978,30.3321838,-81.6556509
1981,47.6859573,-122.1920248
1986,39.7391536,-104.9847033
1987,38.9584018,-77.3579742
1991,35.823483,-78.825562
1992,29.7589382,-95.3676973
1994,50.938361,6.959974
1995,50.938361,6.959974
1998,28.4646148,77.0299194
2001,34.1476452,-118.1444778
2002,34.1727967,-118.5533689
2004,40.7305991,-73.9865811
2007,36.1662859,-115.1492249
2008,49.6319031,6.2672692
2009,47.6038321,-122.3300623
2010,47.6038321,-122.3300623
2011,45.3698807,5.5851632
2012,44.9772995,-93.2654691
2014,43.6529206,-79.3849007
2016,43.6529206,-79.3849007
2019,36.1662859,-115.1492249
2024,37.3361905,-121.8905832
2030,40.4933095,-3.8758395
2031,48.8566101,2.3514992
2033,37.7792808,-122.4192362
2034,60.1674086,24.9425683
2037,-34.9059038,-56.1913568
2039,51.5073219,-0.1276473
2048,39.8366528,-105.0372045
2051,20.902437,-156.3725279
2052,17.98941055,-67.003225002197
2053,48.8126229,2.2387564
2065,52.2319237,21.0067265
2071,55.6867243,12.5700724
2085,52.1343369,4.6561357
2086,48.0024386,12.4021386
2090,48.884683,2.2695658
2093,43.6529206,-79.3849007
2095,38.9695316,-77.3859478
2098,-41.4135347,148.2781622
2101,52.5170365,13.3888599
2107,39.2908816,-76.6107589
2110,59.3251172,18.0710935
2112,57.6263877,39.8933705
2113,1.2904527,103.852038
2114,40.7305991,-73.9865811
2117,43.6529206,-79.3849007
2121,48.6454528,-2.0154179
2122,8.3096067,-81.3066245
2126,35.9940329,-78.8986189
2131,8.3096067,-81.3066245
2133,47.6859573,-122.1920248
2134,34.019657,-118.4875489
2136,52.09037975,-1.93592312460173
2138,38.2097967,-84.558831
2139,37.496904,-122.3330572
2141,52.2033051,0.124862
2151,55.9495628,-3.1914971
2155,26.1223084,-80.1433785
2157,55.7029296,13.1929449
2161,1.2904527,103.852038
2162,55.7029296,13.1929449
2164,41.1175966,-73.4078967
2165,26.1223084,-80.1433785
2166,41.018139,-75.9949251
2170,-27.4562466,153.0358184
2171,53.3497645,-6.2602731
2172,37.3361905,-121.8905832
2175,-33.8679573,151.210047
2180,30.3321838,-81.6556509
2187,39.8366528,-105.0372045
2191,59.3251172,18.0710935
2194,33.4485866,-112.0773455
2196,8.3096067,-81.3066245
2197,36.1451465,-5.3484847
2198,52.09037975,-1.93592312460173
2199,49.6319031,6.2672692
2200,-36.8534664,174.7655514
2201,28.5421175,-81.3790461
2202,40.0726519,-75.4562462411158
2203,40.7305991,-73.9865811
2204,39.7391536,-104.9847033
2205,30.001852,-90.1767148159888
2206,40.7305991,-73.9865811
2207,40.7305991,-73.9865811
2208,39.7589478,-84.1916068
2211,17.98941055,-67.003225002197
2212,17.98941055,-67.003225002197
2213,51.2973261,6.8493503
2214,52.09037975,-1.93592312460173
2215,37.8314089,-122.2865265
2216,-27.5973001,-48.5496097
2217,18.4045003,98.6768827
2222,30.3321838,-81.6556509
2223,-4.6231295,55.4523147
2224,51.5142273,7.4652789
2225,28.6138967,77.2159562
2226,50.4544452,30.406895810556
2228,33.7483311,-118.3707682
2229,51.5073219,-0.1276473
2230,34.1683386,-118.6059196
2231,25.7742658,-80.1936588
2232,47.3545519,9.07532116771581
2234,-27.4562466,153.0358184
2236,51.5028903,-0.2188441
2241,34.1458389,-118.8056473
2242,34.1458389,-118.8056473
2243,35.643053,139.739881
2244,22.3115797,114.187145
2245,45.7733105,4.8869339
2247,39.7391536,-104.9847033
2250,33.1580933,-117.3505938
2251,51.5073219,-0.1276473
2253,37.7792808,-122.4192362
2255,30.3321838,-81.6556509
2260,40.7305991,-73.9865811
2261,38.9584018,-77.3579742
2265,37.7792808,-122.4192362
2269,30.3321838,-81.6556509
2278,51.5073219,-0.1276473
2280,48.1371079,11.5753822
2282,48.8566101,2.3514992
2283,26.62121345,-80.0626731782044
2284,46.122987,-70.6719589
2286,42.3653753,-71.034217
2290,50.8031684,6.4820806
2294,45.5202471,-122.6741948
2295,26.1223084,-80.1433785
2299,51.92779805,4.48862326925829
2300,-33.3763314,151.248896
2301,35.1490215,-90.0516284
2311,8.3096067,-81.3066245
2314,47.6859573,-122.1920248
2315,45.5202471,-122.6741948
2325,25.0783456,-77.338333
2332,30.3321838,-81.6556509
2335,34.704365,135.501887
2337,8.3096067,-81.3066245
2338,47.6038321,-122.3300623
2339,49.6319031,6.2672692
2342,36.1662859,-115.1492249
2344,43.7709163,-79.4124101
2345,47.6859573,-122.1920248
2346,2.74378195,101.711611882937
2347,53.550341,10.000654
2348,37.3688301,-122.0363495
2349,37.3688301,-122.0363495
2350,40.7305991,-73.9865811
2352,52.5170365,13.3888599
2353,42.3604823,-71.0595677
2355,17.1184569,-61.8448508
2357,52.5170365,13.3888599
2358,47.6859573,-122.1920248
2359,37.7792808,-122.4192362
2360,51.6422165,0.0721848
2362,36.1662859,-115.1492249
2364,30.3321838,-81.6556509
2365,34.712209,135.50565
2366,34.1458389,-118.8056473
